reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-18384	C00005 + C00011 + C00894 = C00006 + C01213	3.33333 millimolar / second	-40.836293713945 kilojoule / mole	-55.50549731668262 kilojoule / mole	-38.39065978196159 kilojoule / mole	-48.04870943161243 kilojoule / mole	0.0
ACETYL-COA-CARBOXYLTRANSFER-RXN	C00002 + C00024 + C00288 = C00008 + C00009 + C00080 + C00083	3.33333 millimolar / second	-6.819476712687852 kilojoule / mole	-6.81942906409834 kilojoule / mole	-6.81942906409834 kilojoule / mole	-37.865178019914886 kilojoule / mole	0.0
RXN-13029	C00011 + C00136 = C00080 + C18026	3.33333 millimolar / second	13.702958804193713 kilojoule / mole	-0.680874419577643 kilojoule / mole	16.433963115143392 kilojoule / mole	-7.089479306912237 kilojoule / mole	0.1344
RXN0-5224	C00001 + C00011 = C00080 + C00288	3.33333 millimolar / second	-5.187235000808812 kilojoule / mole	-18.783373271578533 kilojoule / mole	-18.783373271578533 kilojoule / mole	-63.500149926883246 kilojoule / mole	0.0
RXN-8974	C00005 + C00080 + C00222 = C00006 + C01013	3.33333 millimolar / second	-23.328358352916297 kilojoule / mole	-23.324537679404116 kilojoule / mole	-23.324537679404116 kilojoule / mole	-11.865191787508026 kilojoule / mole	0.0
RXN-9092	C00002 + C00010 + C00989 = C00013 + C00020 + C11062	3.33333 millimolar / second	-26.43411614945444 kilojoule / mole	-25.495289015426255 kilojoule / mole	-25.495289015426255 kilojoule / mole	-17.244594804351127 kilojoule / mole	0.0
RXN-9086	C00002 + C00010 + C01013 = C00013 + C00020 + C05668	3.33333 millimolar / second	1.9662286516720542 kilojoule / mole	3.148286356594291 kilojoule / mole	3.148286356594291 kilojoule / mole	-11.42751159449008 kilojoule / mole	0.0
RXN-13230	C06028 = C18323	3.33333 millimolar / second	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	-7.0894793069121285 kilojoule / mole	0.1344
RXN-8965	C00001 + C18323 = C01011	3.33333 millimolar / second	-0.3988046682220556 kilojoule / mole	-0.6038066883923191 kilojoule / mole	-0.6038066883923191 kilojoule / mole	-7.089479306912683 kilojoule / mole	0.1344
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	C00004 + C00080 + C00232 = C00003 + C00989	3.33333 millimolar / second	0.38238536041001225 kilojoule / mole	0.3811136490018685 kilojoule / mole	0.3811136490018685 kilojoule / mole	-7.692061194212137 kilojoule / mole	0.0
RXN-8963	C00005 + C00080 + C00083 = C00006 + C00010 + C00222	3.33333 millimolar / second	9.9079331908747 kilojoule / mole	9.162879784216607 kilojoule / mole	-7.951957750504427 kilojoule / mole	-13.848851208997058 kilojoule / mole	0.0
CITRAMALYL-COA-LYASE-RXN	C01011 = C00022 + C00024	3.33333 millimolar / second	7.059838100394487 kilojoule / mole	8.956685006790279 kilojoule / mole	-8.158152527930755 kilojoule / mole	-13.74187073074877 kilojoule / mole	0.0
RXN-6383	C05668 = C00001 + C00894	3.33333 millimolar / second	-2.297968718618222 kilojoule / mole	-2.8898496136011387 kilojoule / mole	-2.8898496136011387 kilojoule / mole	-11.269209627444615 kilojoule / mole	0.0
METHYLMALONYL-COA-MUT-RXN	C01213 = C00091	3.33333 millimolar / second	-8.353466868023588 kilojoule / mole	-7.868977969298531 kilojoule / mole	-7.868977969298531 kilojoule / mole	-8.668211259268594 kilojoule / mole	0.0
RXN-16391	C18026 = C20238	3.33333 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	-7.089479306902005 kilojoule / mole	0.1344
RXN-8958	C20238 = C18324	3.33333 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	-7.089479306901682 kilojoule / mole	0.1344
BUTYRYL-COA-DEHYDROGENASE-RXN	C00877 + ETF__45__Reduced = C00080 + C00136 + C04253	3.33333 millimolar / second	9.83954537311729 kilojoule / mole	45.55579927032332 kilojoule / mole	45.55579927032332 kilojoule / mole	-7.089479109923758 kilojoule / mole	0.1344
RXN-8890	C11062 = C00001 + C00877	3.33333 millimolar / second	-10.85361710774373 kilojoule / mole	-7.089479319959953 kilojoule / mole	-7.089479319959953 kilojoule / mole	-7.089479316466475 kilojoule / mole	0.05922
RXN-8959	C00080 + C04253 + C18324 = C06028 + ETF__45__Reduced	3.33333 millimolar / second	-7.5268491326257845 kilojoule / mole	-48.25790619079241 kilojoule / mole	-48.25790619079241 kilojoule / mole	-7.089479109923744 kilojoule / mole	0.1344
RXN-8891	C00005 + C00080 + C00091 = C00006 + C00010 + C00232	3.33333 millimolar / second	11.058348804426032 kilojoule / mole	11.200401379638546 kilojoule / mole	-5.914436155082488 kilojoule / mole	-8.073310375758254 kilojoule / mole	0.0
